YEAR,MONTH,DAY,TMIN,TMAX,TAVG,RHMIN,RHMAX,RHAVG,VPMIN,VPMAX,VPAVG,WIND,W_DIR,TOTALSOLAR,AVG_B_PRESS,PPFD
1993,10,6,7,23.8,14.1833333,57,99,86.2083333,9.85,19.09,13.7008333,1.10833333,231.125,441.9,,
1993,10,7,7.1,22.9,13.0791667,62,99,92.1666667,9.9,18.99,13.94,0.725,196.125,300.9,,
1993,10,8,9.9,24,14.8416667,51,99,88.25,12.03,19.64,14.6245833,0.708333333,214.916667,357.7,,
1993,10,9,8.1,26.7,15.0875,50,100,90.4583333,10.59,21.28,15.41,0.733333333,212.291667,334,,
1993,10,10,10.8,22.6,15.4708333,54,99,86.6666667,12.2,18.46,14.9520833,1.04583333,157.291667,436.9,,
1993,10,11,7.5,13,10.5708333,79,99,89.7083333,10.18,13.3,11.44875,1.24583333,140.041667,146.2,,
1993,10,12,2.4,19,8.675,55,98,86.5416667,7.09,13.02,9.53791667,1.3125,173.958333,418.3,,
1993,10,13,1,21.2,8.83333333,44,98,86.2083333,6.38,13.21,9.69583333,0.825,199.666667,402.9,,
1993,10,14,7.3,20.2,11.6708333,54,99,87.4583333,10.01,14.7,11.7491667,0.758333333,219.083333,350.3,,
1993,10,15,8.4,19.6,13.3875,71,99,93.1666667,10.81,17.29,14.3145833,0.733333333,198.416667,154.5,,
1993,10,16,12.4,18.2,14.7166667,75,100,96.7083333,13.24,18.39,16.2245833,0.954166667,274.375,48.6,,
1993,10,17,11.6,21.9,16.1791667,81,99,96.625,13.44,22.62,17.8808333,0.608333333,219.5,167.3,,
1993,10,18,10.4,26.9,16.0666667,47,99,92.0416667,12.4,22.2,16.6445833,0.608333333,218.666667,325.3,,
1993,10,19,12.2,24.6,16.975,73,99,94.125,13.91,24.43,18.3583333,0.5375,210.041667,204.6,,
1993,10,20,15,25.5,19.4375,60,99,87.8333333,16.76,24.94,19.5045833,1.13333333,214.75,318.9,,
1993,10,21,12.8,23.4,17,74,99,95.875,14.48,25.02,18.6145833,0.95,170.666667,138.6,,
1993,10,22,7.5,13.6,11.3958333,97,98,97.6666667,10.09,15.17,13.19625,0.558333333,170.666667,60.5,,
1993,10,23,2.1,20.6,9.37916667,28,97,82.9166667,6.35,13.78,9.195,0.816666667,226.208333,379.9,,
1993,10,24,0.5,22,8.36666667,25,97,78.4166667,4.72,10.73,8,0.766666667,175.708333,351.5,,
1993,10,25,2.4,22.4,10.6958333,27,97,77.375,6.59,12.23,9.50166667,0.754166667,213.375,285.8,,
1993,10,26,7.4,22.9,13.45,28,98,74.6666667,7.03,13.77,10.7508333,0.670833333,207.333333,280.9,,
1993,10,27,3.7,22.1,11.1708333,44,98,79.2916667,7.73,17.17,10.135,1.09583333,206,345.1,,
1993,10,28,-1.7,18.8,6.24166667,21,96,62.2083333,3.59,8.45,5.3625,1.2625,212.041667,416.9,,
1993,10,29,-2.7,13.5,5.525,55,98,82.5833333,4.5,12.12,7.86208333,0.804166667,133.916667,111.4,,
1993,10,30,2.8,13.7,9.75833333,90,99,96.375,6.99,15.1,11.85875,1.38333333,129.083333,84.6,,
1993,10,31,-1.4,4,1.275,54,95,75.875,3.75,7.67,5.0525,2.1125,172.083333,191.1,,
1993,11,1,-3.4,8.9,1.40833333,38,95,65.75,3.21,5.12,4.265,2.19583333,200.875,398.2,,
1993,11,2,-6,11.7,1.81666667,41,95,78.5416667,3.68,7.08,5.27416667,1.0125,190.583333,311.5,,
1993,11,3,-0.8,11.6,5.78333333,45,96,80.7083333,5.47,11.26,7.33125,0.954166667,164.5,137.3,,
1993,11,4,5,15,9.95833333,63,98,90.875,8.42,16.59,11.1358333,1.37083333,131.625,161.1,,
1993,11,5,10.7,21.4,14.2041667,50,98,89.9166667,12.18,19.19,14.4004167,1.00833333,225.083333,221,,
1993,11,6,-0.3,12.3,7.40416667,55,97,79.8333333,3.52,13.71,8.69958333,1.9,144.291667,323,,
1993,11,7,-4.6,11.5,1.15,34,93,68.5416667,3.47,5.35,4.32125,1.175,198.958333,372.6,,
1993,11,8,-5,14,1.55,29,95,77.5,3.98,6.43,4.93958333,0.9375,195.291667,350,,
1993,11,9,-2.9,10.7,3.19583333,45,95,78.1666667,4.69,7.4,5.84666667,0.541666667,170.166667,140.1,,
1993,11,10,-2.5,16,4.62916667,25,96,75.1666667,4.21,7.98,5.895,0.970833333,225.208333,347.2,,
1993,11,11,-3.9,17,4.4125,27,96,75.4166667,4.35,8.28,5.85958333,0.958333333,221.541667,324.2,,
1993,11,12,-1.9,19.2,6.7625,23,97,68.2083333,4.21,8.73,6.08,1.09583333,220.541667,268.7,,
1993,11,13,6.6,19.6,13.1708333,62,97,81.8333333,7.09,16.03,12.3983333,1.5625,169.458333,185.9,,
1993,11,14,11.2,21.6,17.525,83,98,91.4166667,12.85,22.77,18.35375,1.82083333,128.458333,126.9,,
1993,11,15,12.5,20.5,16.1416667,85,98,94.5833333,13.99,22.16,17.3908333,0.858333333,217.375,127.9,,
1993,11,16,11.3,26.7,16.5125,63,97,89.4583333,12.99,22.29,16.7758333,1.025,218.75,188.4,,
1993,11,17,6.9,21.6,15.675,63,98,92.3333333,9.53,24.19,16.8145833,1.725,184.625,74.3,,
1993,11,18,3.6,16.9,8.26666667,55,96,87.4583333,7.52,11.57,9.42375,1.04166667,220.25,243,,
1993,11,19,4.5,13.7,9.16666667,52,96,88.8333333,8.04,12.46,10.26,1.17916667,133.958333,130.7,,
1993,11,20,-3.2,12.7,5.425,21,85,53.9583333,2.28,9.1,4.68708333,1.9375,217.625,331,,
1993,11,21,-6.7,13.4,0.616666667,23,94,72.0833333,3.26,5.65,4.16916667,0.95,188.041667,322.9,,
1993,11,22,-6.8,18,1.25,21,94,76.5,3.42,6.22,4.755,0.745833333,209.208333,324.1,,
1993,11,23,-5.6,21.7,3.00416667,21,94,74.1666667,3.68,6.98,5.06541667,0.979166667,216.416667,312,,
1993,11,24,-4.6,19.9,4.14166667,21,94,73.5833333,4,7.4,5.48333333,0.7875,223.333333,315.5,,
1993,11,25,-1.1,19.7,8.37916667,31,94,65,4.95,9.02,6.545,1.22916667,236.916667,277.1,,
1993,11,26,8.1,11.6,10.0166667,54,96,87,5.8,12.45,10.7045833,1.53333333,262.208333,12.9,,
1993,11,27,6.5,14.2,10.5833333,78,96,93.25,9.21,14.71,11.9,1.1375,171.291667,99,,
1993,11,28,-3.8,11.6,2.94583333,22,95,64.375,2.46,9.21,4.5125,1.52083333,148.041667,302.6,,
1993,11,29,-5.8,15.6,1.325,23,93,73.0416667,3.41,5.98,4.44291667,1.04583333,231.291667,300.6,,
1993,11,30,-5.4,16.6,1.89583333,23,94,74.6666667,3.29,6.78,4.77458333,1.13333333,233.125,296.8,,
1993,12,1,-3.4,13.5,2,39,94,80.4583333,4.41,6.84,5.45541667,0.945833333,224.958333,269.4,,
1993,12,2,-2.6,13.7,3.89166667,27,94,72.9583333,3.51,8.07,5.47791667,1.0375,198.833333,225,,
1993,12,3,3.6,18,10.2333333,49,92,71,7.16,11.74,8.59208333,1.27916667,154.333333,179,,
1993,12,4,10,15,12.3541667,64,97,87.5833333,9.13,18.65,12.6425,1.8625,162,34.6,,
1993,12,5,-0.4,14.9,7.66666667,52,95,79.9166667,5.54,10.88,8.30333333,1.95833333,205.083333,281.9,,
1993,12,6,-1.1,14.8,4.89583333,27,94,70.8333333,3.9,9.99,5.76083333,1.35,180.375,274.3,,
1993,12,7,-3.9,13.3,1.78333333,35,94,80.375,4.25,7.03,5.365,0.925,227.708333,263.8,,
1993,12,8,-2.7,15.6,2.8375,24,94,78.2916667,4.15,8.94,5.48333333,0.954166667,222,278.2,,
1993,12,9,-5.2,16.2,2.9375,24,93,74.2916667,3.82,9.1,5.24666667,0.958333333,215,247.2,,
1993,12,10,5,9.6,6.91666667,54,94,87.6666667,5.32,10.65,8.75375,1.19583333,175.958333,59.7,,
1993,12,11,-4.8,6.6,1.25833333,28,78,43.7916667,1.45,5.37,3.09375,2.70416667,213.208333,247,,
1993,12,12,-8.2,11,-0.75,21,79,46.9166667,1.22,3.79,2.55333333,1.44583333,206.75,269.7,,
1993,12,13,-5.6,12.9,1.29583333,21,88,55.7916667,1.82,4.26,3.30666667,1.10833333,212,178,,
1993,12,14,2.1,5.5,3.84166667,23,95,74.4583333,1.92,9.72,6.04125,1.12083333,208.541667,17.3,,
1993,12,15,1.7,7.4,4.17916667,69,94,83.0833333,5.94,8.79,6.79125,1.60416667,173.875,93.4,,
1993,12,16,0.1,15.3,5.77916667,47,94,77.625,5.33,8.74,6.945,1.48333333,239.208333,268.2,,
1993,12,17,-1,12.2,4.2375,59,94,84.3333333,5.26,11.4,6.96166667,1.32083333,188.833333,249,,
1993,12,18,0.8,9.2,5.0875,71,95,91.25,5.88,10.86,8.09375,1.18333333,175.791667,79.8,,
1993,12,19,-2.5,12,1.95416667,34,93,81.7083333,4.45,7.7,5.58875,0.883333333,221.125,255.7,,
1993,12,20,-3.1,1.4,-0.38333333,92,93,92.5416667,4.49,6.24,5.51708333,0.433333333,190.458333,6.4,,
1993,12,21,-6,3.3,-0.40416667,57,93,79.75,3.51,6.43,4.73875,1.72083333,174.166667,277.9,,
1993,12,22,-6,1,-1.9291667,74,93,87.7083333,3.53,5.28,4.65875,0.729166667,195.916667,76,,
1993,12,23,-8.2,3.5,-2.4125,67,93,85.4583333,2.96,6.43,4.39416667,0.8625,168.833333,138.3,,
1993,12,24,-8.5,3.3,-3.9416667,59,92,83.7916667,2.9,4.77,3.80166667,0.75,170.291667,135.4,,
1993,12,25,-7.3,3,-2.3541667,45,91,66.0416667,1.61,5.04,3.43333333,2.17916667,203.041667,160.8,,
1993,12,26,-11.2,9.9,-2.2625,24,83,54.0416667,1.33,4.63,2.79791667,2.05416667,129.291667,278.5,,
1993,12,27,-2.8,15.6,3.09166667,29,92,72.7083333,3.98,7.21,5.25,1.5625,166.541667,261.5,,
1993,12,28,-1.6,6.4,2.75,91,94,92.375,5.01,8.84,6.9375,0.825,267.041667,33.7,,
1993,12,29,-2.3,12.5,5.25833333,41,93,74.9583333,2.24,12.34,6.9575,1.53333333,246.041667,172.4,,
1993,12,30,-8.3,7.9,-2.2166667,21,77,38.2083333,0.92,2.73,1.86291667,2.35416667,186.375,292.4,,
1993,12,31,-10.7,9.7,-3.8125,21,87,67,1.79,3.94,2.805,0.958333333,220.833333,286.2,,
1994,1,1,-7.5,9.1,-0.60416667,41,94,79.6666667,2.96,7.65,4.74708333,1.02083333,211,114.2,,
1994,1,2,1.1,10.1,3.86666667,75,93,91.125,6.09,9.75,7.39083333,0.670833333,219.666667,114.9,,
1994,1,3,2.6,7.4,5.04166667,87,93,91.1666667,6.82,9.08,7.98166667,1.04166667,261.041667,19.7,,
1994,1,4,-2.4,4.4,0.629166667,56,92,69.9583333,3.12,7.1,4.53666667,2.15416667,197.875,182,,
1994,1,5,-7.6,8.1,-1.5833333,32,91,71.875,2.89,4.86,3.82791667,1.42083333,189.583333,290.4,,
1994,1,6,-4.5,7.2,1.45416667,54,91,85.9583333,3.98,9.19,6.01708333,2.15416667,185.833333,88.9,,
1994,1,7,3.1,15.4,10.0541667,70,93,84.75,6.9,13.25,10.4425,2.20833333,162.041667,67.2,,
1994,1,8,-9.3,5.3,-1.725,22,90,48.375,1.2,7.98,2.69208333,2.1375,188.041667,297.1,,
1994,1,9,-12,5.9,-4.925,23,85,64,1.9,3.6,2.56083333,1.04166667,210.25,300.7,,
1994,1,10,-8.3,6.6,-2.0166667,20,85,54.25,1.5,3.42,2.55333333,1.34583333,230.5,286.5,,
1994,1,11,-1.2,10.2,3.07083333,49,94,82.6666667,2.79,11.07,6.55291667,0.991666667,182.916667,69.1,,
1994,1,12,1.9,12.2,6.69583333,73,92,87.7083333,6.23,12.43,8.65041667,0.854166667,218.875,127,,
1994,1,13,-0.2,7.7,4.225,71,92,85.875,5.52,8.52,7.08583333,0.5625,209.666667,81.7,,
1994,1,14,-8.3,3.6,-0.4,46,92,63.375,1.6,6.52,3.89833333,2.0625,172.666667,228.7,,
1994,1,15,-14.9,-5.7,-10.608333,25,49,34.75,0.73,1.59,0.94375,2.19583333,205.75,323.7,,
1994,1,16,-18.1,-1.8,-10.2875,21,75,41.9166667,0.65,1.52,1.03333333,1.81666667,118.208333,253.2,,
1994,1,17,-5.7,4.3,0.775,37,93,87.5833333,1.5,7.22,5.8175,1.92083333,154.708333,16.4,,
1994,1,18,-16.2,-1,-7.1208333,23,90,54.75,0.51,5.04,2.29208333,2.32916667,132.916667,318.2,,
1994,1,19,-18.3,0.9,-10.7875,22,76,45.1666667,0.66,2.07,1.19625,1.375,127.583333,322.6,,
1994,1,20,-13,0.4,-5.6833333,34,85,60.0833333,1.9,3.06,2.26708333,0.95,150.958333,153.8,,
1994,1,21,-11.8,6.3,-4.1291667,25,88,69.25,2.13,3.94,2.97041667,0.975,234,333.6,,
1994,1,22,-10.3,12.6,-2.1541667,24,91,71.4583333,2.41,5.28,3.43958333,1.02916667,224.416667,330.1,,
1994,1,23,-6.5,10.8,0.925,47,91,77.4166667,3.39,6.43,5.00083333,0.833333333,202.291667,182.6,,
1994,1,24,-1.2,15.9,5.85,43,92,77.1666667,5.1,8.84,6.93833333,0.9375,237.625,218,,
1994,1,25,-1.9,7.6,3.10833333,82,92,88.2083333,4.84,8.61,6.82791667,0.5875,192.208333,93.7,,
1994,1,26,5,10.4,7.32916667,85,90,88.5,7.64,11.13,9.11,0.491666667,234.666667,63.3,,
1994,1,27,6.5,12,8.27916667,82,89,86.625,8.56,11.65,9.4675,1.8875,249.458333,30.8,,
1994,1,28,3,18.7,9.95833333,43,91,76.2916667,6.73,14.96,9.11666667,1.98333333,187.708333,242.1,,
1994,1,29,1.1,12.6,5.825,29,91,68.9583333,3.8,7.92,6.13458333,1.24583333,184.791667,160.2,,
1994,1,30,0.9,10.3,4.16666667,50,92,80.7916667,5.85,8.62,6.55583333,1.26666667,142.041667,181.5,,
1994,1,31,-6.2,6.6,0.983333333,35,92,73.5833333,2.89,6.61,4.80833333,1.4125,134.458333,213.4,,
1994,2,1,-9.2,4.5,-4.3666667,27,88,58.6666667,1.72,3.4,2.45041667,1.575,166.5,355.9,,
1994,2,2,-12.1,3.9,-5.2916667,23,79,54.0416667,1.64,2.53,2.06458333,1.47916667,207.833333,365.8,,
1994,2,3,-8.3,11.5,-0.4375,21,79,51.1666667,2.08,3.38,2.69875,1.65833333,195.041667,358.1,,
1994,2,4,-7.5,8.4,0.55,23,90,67.8333333,2.39,6.53,4.10708333,0.9,174.25,162,,
1994,2,5,1.8,13.6,7.03333333,67,89,83.375,6.14,11.85,8.42833333,1.09583333,223.875,125.8,,
1994,2,6,0.1,15.3,6.40416667,47,83,73.5833333,5.03,10.74,6.9725,0.954166667,214.875,175.1,,
1994,2,7,-3.7,17.7,4.97916667,21,82,65.375,3.75,8.83,5.20458333,1.11666667,210.375,374.8,,
1994,2,8,6.3,19.3,12.3625,66,86,79.5833333,7.87,17.02,11.6075,2.075,160.75,134.1,,
1994,2,9,9.1,22.7,16.4875,53,84,67.125,9.72,16.56,12.4854167,2.4375,190.333333,96.4,,
1994,2,10,5.2,11.5,8.625,78,84,82.1666667,6.99,11.31,9.24791667,1.3,188.916667,37,,
1994,2,11,4.4,11.3,6.58333333,75,84,81.125,6.68,10.24,7.92,1.69583333,155.166667,158.3,,
1994,2,12,-0.2,10.9,4.775,69,83,79.2916667,4.88,9.42,6.86791667,1.13333333,151.958333,321.4,,
1994,2,13,-3.8,8.6,3.49166667,46,83,65.2083333,2.56,8.35,5.27958333,2.05,216.041667,104.7,,
1994,2,14,-6.9,14.5,1.12916667,21,75,49.3333333,1.47,4.06,2.9725,1.30416667,199.833333,433.6,,
1994,2,15,-6.8,12.3,0.004166667,21,79,57.5833333,2.26,3.99,3.195,0.920833333,181.208333,151.3,,
1994,2,16,-6.2,17.9,2.99583333,21,81,55.4583333,3.03,5.91,3.70125,1.275,214.083333,439.3,,
1994,2,17,-5,16,3.775,21,81,56.25,3.07,5.38,3.95625,1.10416667,224.708333,363.6,,
1994,2,18,-0.6,17.9,7.40416667,25,79,58.5,4.47,7.62,5.61416667,1.41666667,213.208333,420,,
1994,2,19,2,18.3,11.1083333,40,80,62.5,5.57,9.63,8.06208333,1.72083333,277,320.9,,
1994,2,20,8.7,17.1,13.1125,55,83,70.1666667,8.61,14.45,10.54,1.27916667,273.208333,115.6,,
1994,2,21,6,18.8,10.6375,53,84,79.2916667,7.75,13.42,10.1604167,0.858333333,210.583333,208.1,,
1994,2,22,1.9,14.1,8.57083333,49,84,73.0833333,5.71,11.25,8.14583333,1.45416667,267.833333,122.8,,
1994,2,23,9.4,22.3,13.7958333,38,85,78.6666667,8.61,15.96,12.30375,1.575,201.458333,170.1,,
1994,2,24,-3,10.5,4.9125,25,84,53.5833333,2.44,10.47,4.67166667,2.2875,191.416667,430.1,,
1994,2,25,-6.1,17.6,3.99166667,20,80,50.8333333,2.72,5.21,3.53791667,1.6375,207.333333,477.5,,
1994,2,26,-5.4,10,3.60416667,21,45,26.5416667,1.26,3.76,2.1175,2.1875,154.75,482.8,,
1994,2,27,-9.8,10.4,-0.725,21,73,43.5,1.83,3.02,2.2775,1.0625,198.75,494.9,,
1994,2,28,-5.2,13.4,3.54583333,20,69,36.8333333,2.06,3.48,2.60416667,1.85833333,164.166667,412.3,,
1994,3,1,1.7,12.2,6.56666667,30,84,70.4583333,2.65,11.8,7.06958333,1.20833333,187.833333,37.1,,
1994,3,2,1,9.5,6.5375,61,83,78.7916667,4.21,9.63,7.8075,1.3,160.208333,89.9,,
1994,3,3,-2.3,11.2,3.8625,21,76,48.1666667,1.97,4.99,3.61791667,2.85,212.166667,364.5,,
1994,3,4,-2.1,23,11.6208333,23,78,43.0416667,4.02,7.32,5.25541667,2.4,213.75,492.5,,
1994,3,5,0.5,22,10.3541667,20,77,43.7916667,3.26,6.73,4.86458333,1.63333333,204.25,510.7,,
1994,3,6,-2.4,22.2,8.1875,21,81,55.25,4.1,6.55,5.21291667,0.979166667,215.875,507.1,,
1994,3,7,0.7,21.2,9.55,29,82,61.1666667,5.22,11.45,6.75083333,1.05416667,224.583333,302.1,,
1994,3,8,3.7,23,12.6375,34,84,66.125,6.49,12.91,9.30125,1.425,237.5,325.8,,
1994,3,9,8.2,18.2,12.0541667,70,84,78.875,8.98,15.59,11.1216667,1.8125,210.416667,107,,
1994,3,10,-1.5,11.4,5.7125,30,84,58.7083333,1.67,11.26,5.855,2.29583333,196.75,455.3,,
1994,3,11,-3,12.9,2.45833333,20,71,37.25,1.94,3.55,2.56583333,1.9625,220.541667,547.9,,
1994,3,12,-6.2,14.4,2.575,22,80,52.6666667,2.56,4.56,3.39875,1.15833333,210.458333,483.4,,
1994,3,13,-3.7,14.7,5.16666667,28,82,57.25,3.52,7.74,4.74583333,1.28333333,184.333333,269.7,,
1994,3,14,1.3,16.9,7.72083333,21,82,50.75,2.93,7.24,4.86708333,1.4875,215.25,488.7,,
1994,3,15,0.1,22.5,12.8,21,70,31.5416667,2.37,6.51,4.41791667,2.375,170.458333,509.7,,
1994,3,16,0.9,11.5,5.92083333,21,31,23.25,1.44,2.98,2.18958333,2.90416667,196.333333,564.9,,
1994,3,17,-2.9,17.1,5.675,20,56,27.1666667,1.21,4.1,2.56583333,1.93333333,168.458333,545.5,,
1994,3,18,-0.3,21.2,11.4041667,22,70,37.4166667,2.9,8.75,4.84291667,3.0625,240.375,461.5,,
1994,3,19,4.7,24.8,13.0458333,21,48,26.2083333,2.33,6.5,3.87625,2.22083333,210.333333,536.3,,
1994,3,20,0.5,25.9,12.6625,21,83,45.875,4.04,12.96,6.16041667,1.09166667,212.791667,435.8,,
1994,3,21,8.6,23.4,15.3375,46,84,73.7916667,9.23,17.39,12.6358333,1.28333333,193.583333,187.3,,
1994,3,22,0.5,22.9,11.1416667,21,81,49.875,4.33,9.16,5.89666667,1.825,207.875,586.6,,
1994,3,23,-0.4,22.8,11.8708333,22,82,53.2083333,4.79,10.07,6.66833333,1.69583333,202.333333,512.6,,
1994,3,24,8.1,15.1,12.2958333,61,84,81.625,8.82,14.22,11.7458333,0.720833333,217.583333,58.6,,
1994,3,25,0.5,18.3,11.5916667,40,85,73.375,5.05,14.05,10.12125,1.2125,234.583333,283.9,,
1994,3,26,-1.1,17.7,8.19166667,30,80,57.8333333,4.48,10.58,5.92458333,1.56666667,188.833333,376.6,,
1994,3,27,10.3,21.3,15.8708333,72,85,82.2916667,10.24,18.5,14.96125,1.91666667,181.833333,79.4,,
1994,3,28,7.4,17,11.9583333,63,85,80.375,8.43,16.34,11.3195833,1.2,110.208333,105.3,,
1994,3,29,-1.2,13.1,5.80416667,23,82,54.625,2.86,8.45,4.835,1.91666667,202.375,593,,
1994,3,30,-2.8,16.8,6.41666667,24,80,51.8333333,3.08,6.52,4.42791667,1.29583333,206.833333,499.2,,
1994,3,31,-1.4,13.7,6.52916667,32,81,52.7916667,3.53,7.85,4.92375,1.975,204,606.9,,
1994,4,1,-4.1,20.1,5.79166667,21,80,51.5833333,3.26,5.48,4.13541667,1.28333333,205.375,622.3,,
1994,4,2,-3.7,24.1,8.49166667,20,77,49.25,3.49,6.3,4.725,1.25833333,220.041667,611.6,,
1994,4,3,3.1,19,9.4375,22,83,62.0416667,3.96,9.23,6.76875,1.38333333,200.833333,307.7,,
1994,4,4,-1.7,22.2,10.5875,21,82,55.5416667,3.94,8.76,6.18541667,1.325,210,615.7,,
1994,4,5,1.4,21.1,10.6166667,26,83,63.7916667,5.36,10.93,7.69166667,1.2125,184.5,349.5,,
1994,4,6,8.8,20.5,13.1791667,44,83,76.1666667,8.52,15.27,11.3966667,1.4625,177.208333,252,,
1994,4,7,-0.1,17.4,8.15,21,77,51.9166667,3.48,8.64,5.22708333,2.10833333,174.5,653.8,,
1994,4,8,-3,18,7.5125,20,80,49.5416667,3.13,6.1,4.38708333,1.52083333,232.791667,661.7,,
1994,4,9,4.6,19.4,12.5458333,48,81,67.9583333,5.15,13.85,10.0625,2.03333333,137.666667,324.9,,
1994,4,10,10.5,20,16.15,66,83,75.7916667,9.96,16.19,13.9058333,1.85833333,169.833333,187.8,,
1994,4,11,13.7,25.4,18.975,38,84,63.5416667,11.31,18.04,13.4470833,1.50416667,203.625,449,,
1994,4,12,12.6,20.5,16.1416667,68,85,81.0833333,11.78,19.13,14.86625,1.725,192.083333,175,,
1994,4,13,7.2,24.3,16.7708333,21,84,54.4583333,4.87,15.98,9.67541667,1.9375,223.041667,647,,
1994,4,14,4.1,27.6,14.8083333,21,80,48.7916667,5.06,8.93,7.05291667,1.4125,221.5,654.2,,
1994,4,15,8.2,21.1,14.8791667,69,85,80.5833333,8.41,18.35,13.9154167,1.025,210.583333,139.5,,
1994,4,16,9.3,20.2,14.0166667,21,83,45.7083333,3.24,12.7,6.99541667,1.93333333,188.416667,661.6,,
1994,4,17,4.2,27.2,14.0541667,21,74,38.9166667,3.69,7.61,5.57541667,1.80416667,200.541667,677.2,,
1994,4,18,2.5,30.2,14.2958333,20,79,46.8333333,5.17,8.98,6.52166667,1.21666667,224.416667,665.9,,
1994,4,19,5.1,31.1,16.3041667,21,81,49.875,6.22,10.29,7.95458333,1.22083333,217.416667,647.6,,
1994,4,20,7.1,28.9,17.275,20,83,49.3333333,5.95,11.96,8.44458333,1.55,194.708333,656.4,,
1994,4,21,4.3,29.2,16.3791667,22,80,47.5416667,6.28,9.95,7.77416667,1.06666667,193.75,518.3,,
1994,4,22,6.4,23.3,14.9291667,31,83,59.875,7.86,12,9.62916667,1.22083333,165.708333,282,,
1994,4,23,6.6,22.5,14.7416667,23,79,47.25,4.65,10.2,7.30291667,1.51666667,134.916667,683.3,,
1994,4,24,1.9,27,13.7666667,21,82,53.125,5.61,9.54,7.30583333,1.17083333,208.458333,690.8,,
1994,4,25,5.4,26.5,16.2166667,28,83,60.4166667,7.3,13.97,10.39625,0.9625,192.958333,547.7,,
1994,4,26,13.3,31,20.2708333,37,83,62.5416667,12.67,16.86,14.1258333,1.2375,228.333333,495.3,,
1994,4,27,11.8,29.3,17.35,39,84,73.125,11.39,18.45,14.18625,0.966666667,202.583333,356.6,,
1994,4,28,10.9,30.6,18.25,38,84,68.25,10.74,19.32,13.75875,1.17083333,221.333333,575.3,,
1994,4,29,12.3,30.7,19.1791667,39,84,66.5416667,11.79,20.4,14.17,1.12916667,224.75,572,,
1994,4,30,11.9,24.3,18.0458333,41,84,67.5,11.52,16.26,13.5825,1.2375,205.791667,396,,
1994,5,1,6.1,25.7,17.7541667,21,82,54.9583333,5.28,17.31,10.5741667,1.39166667,211.708333,692.5,,
1994,5,2,4,23.8,12.8833333,31,82,60.5,6.55,11.42,8.47833333,1.32916667,207.5,618.7,,
1994,5,3,6.5,13.1,10.1083333,53,82,71,6.71,9.64,8.695,1.19166667,246.208333,77.6,,
1994,5,4,9.2,19.7,12.5375,50,82,75.8333333,9.49,14.24,10.9470833,0.729166667,168.458333,277.2,,
1994,5,5,5.3,20.2,12.4791667,32,82,61.0416667,6.43,9.89,8.33083333,1.475,206.375,617.8,,
1994,5,6,2.3,24,12.5958333,33,82,65.4583333,5.76,12.47,9.19875,1.06666667,199.458333,562.5,,
1994,5,7,7.6,25.9,15.9083333,42,83,68.625,8.48,17.82,12.1695833,1.32916667,208,404.9,,
1994,5,8,6.8,21.8,13.4458333,25,83,62.125,5.79,14.69,9.12708333,1.68333333,155.75,718,,
1994,5,9,4.1,26.9,13.475,25,81,61.5416667,6.57,12.23,8.93916667,0.954166667,197.916667,684.7,,
1994,5,10,7.8,26.1,14.825,32,82,62,8.58,13.23,9.88875,1.15416667,195.916667,519.7,,
1994,5,11,5.3,27.4,14.8458333,27,82,59.625,6.48,14.68,9.27291667,1.125,230.166667,652.8,,
1994,5,12,7.3,28.9,16.4,27,82,61.2916667,7.53,18.29,11.0033333,1.2,195,505.1,,
1994,5,13,5.4,23.2,14.2833333,39,82,61.5416667,7.24,11.93,9.57458333,1.07916667,179.875,526,,
1994,5,14,10.1,22.9,16.7333333,59,84,73.4583333,10,17.41,14.0379167,1.32083333,200.25,376.7,,
1994,5,15,13.7,27.5,18.725,44,83,74.5416667,12.94,23.7,15.8579167,1.20416667,170.375,459,,
1994,5,16,9.7,28.3,17.8291667,25,82,57.4583333,7.26,17.67,10.9191667,1.25416667,211.791667,696.7,,
1994,5,17,7.7,27.7,16.0958333,22,77,47.9583333,5.07,10.37,7.77041667,1.47916667,177.666667,743.2,,
1994,5,18,5.1,27.5,14.3833333,22,82,50.875,4.83,11.35,7.57583333,1.54166667,175.125,723.8,,
1994,5,19,3.4,20.7,12.2625,23,78,45.875,4.85,8.13,5.95958333,1.7625,173.375,716.1,,
1994,5,20,2.5,20.5,11.8041667,29,81,57.0416667,5.84,9.19,7.36166667,1.14166667,202.666667,621.6,,
1994,5,21,3.7,22.4,11.9541667,28,81,62.4583333,6.13,11.45,8.26958333,1.10833333,193.125,567.6,,
1994,5,22,4.4,26.8,15.1708333,23,81,54.7916667,6.66,13.69,8.4275,1.19166667,199.208333,717.7,,
1994,5,23,7.3,29.4,17.75,29,82,58.1666667,8.25,15.84,10.9183333,1.1,210,685,,
1994,5,24,10,28.2,18.4166667,35,82,65.0416667,9.95,17.07,13.2170833,0.816666667,214.166667,551,,
1994,5,25,10.7,26.7,17.8041667,34,83,68.1666667,10.41,17.73,13.4054167,0.858333333,208.291667,435.4,,
1994,5,26,12.1,25.3,17.0333333,53,83,78.3333333,11.42,21.5,15.2241667,1.04166667,184.5,216.7,,
1994,5,27,7.8,22.4,14.7,28,81,63.8333333,6.47,13.61,10.11875,1.5125,193.5,703.9,,
